m,lam,Jstar,Jsize,j0,S,binJ,binsize,box_in_bin
11,5|3|3|3|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,5|3|3|2|2|2|2|2|1,3|5,2,3,1,0,1,False
11,5|3|3|2|2|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,5|3|3|2|2|2|1|1|1|1|1,3|5,2,3,1,0,1,False
11,5|3|3|2|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
11,5|3|3|1|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
11,5|2|2|2|2|2|2|2|1|1|1,3|7,2,3,2,0,1,False
11,5|2|2|2|2|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
11,5|2|2|2|1|1|1|1|1|1|1|1|1|1|1,3|7,2,3,2,0,1,False
11,5|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
11,4|4|4|4|4|1|1,0|2,2,0,1,0,1,False
11,4|4|4|4|3|1|1|1,0|2,2,0,1,0,1,False
11,4|4|4|3|3|3|1,0|2,2,0,1,0,1,False
11,4|4|4|3|3|2|2,0|2,2,0,1,0,1,False
11,4|4|4|3|3|2|1|1,0|2,2,0,1,0,1,False
11,4|4|4|3|3|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|4|3|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|4|2|2|2|2|2,0|2,2,0,1,0,1,False
11,4|4|4|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|4|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|3|3|3|3|2,0|2,2,0,1,0,1,False
11,4|4|3|3|3|3|1|1,0|2,2,0,1,0,1,False
11,4|4|3|3|3|2|2|1,0|2,2,0,1,0,1,False
11,4|4|3|3|3|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|3|3|2|2|2|2,0|2,2,0,1,0,1,False
11,4|4|3|3|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|3|3|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|3|2|2|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|2|2|2|2|2|2|2,0|2,2,0,1,0,1,False
11,4|4|2|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
11,4|4|2|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|2|2|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|2|2|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|2|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|2|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|3|3|3|3|2|2|2,0|2,2,0,1,0,1,False
11,4|3|3|3|3|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|3|3|3|2|2|2|1|1|1,5|7|9|11,4,5,1|2,0,1,False
11,4|3|2|2|2|2|2|2|1|1|1,0|2,2,0,1,0,1,False
11,4|3|2|2|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|2|2|2|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
11,4|2|2|2|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,4|2|2|2|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,3|3|3|3|3|3|2|2,0|2,2,0,1,0,1,False
11,3|3|3|3|3|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,3|3|3|2|2|2|1|1|1|1|1|1|1,3|5|7|9,4,3,1|2,0,1,False
11,3|3|2|2|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
11,3|3|2|2|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
11,3|3|2|2|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,3|3|2|2|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,3|2|2|2|2|2|2|2|2|1|1|1,0|2,2,0,1,0,1,False
11,3|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
11,3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,22|2,0|2,2,0,1,0,1,False
12,21|3,0|2,2,0,1,0,1,False
12,20|2|2,0|4,2,0,2,0,1,False
12,19|4|1,3|5,2,3,1,0,1,False
12,19|3|1|1,0|4,2,0,2,0,1,False
12,18|6,0|2,2,0,1,0,1,False
12,18|4|1|1,0|4,2,0,2,0,1,False
12,18|3|3,0|2,2,0,1,0,1,False
12,18|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,18|2|2|1|1,0|2,2,0,1,0,1,False
12,18|2|1|1|1|1,0|2,2,0,1,0,1,False
12,17|7,0|2,2,0,1,0,1,False
12,17|5|2,0|4,2,0,2,0,1,False
12,17|3|3|1,0|2,2,0,1,0,1,False
12,17|3|2|1|1,0|2,2,0,1,0,1,False
12,17|3|1|1|1|1,0|2,2,0,1,0,1,False
12,17|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,16|6|2,0|4,2,0,2,0,1,False
12,16|5|3,0|4,2,0,2,0,1,False
12,16|5|2|1,5|7,2,5,1,0,1,False
12,16|4|2|2,0|2|4|6,4,0,1|2,0,1,False
12,16|3|3|1|1,0|2,2,0,1,0,1,False
12,16|2|2|2|1|1,0|4,2,0,2,0,1,False
12,16|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,15|8|1,3|5,2,3,1,0,1,False
12,15|7|1|1,0|4,2,0,2,0,1,False
12,15|5|2|2,0|2|4|6,4,0,1|2,0,1,False
12,15|4|4|1,0|4,2,0,2,0,1,False
12,15|4|3|2,3|5,2,3,1,0,1,False
12,15|4|2|2|1,3|5,2,3,1,0,1,False
12,15|4|1|1|1|1|1,3|5,2,3,1,0,1,False
12,15|3|3|1|1|1,0|2,2,0,1,0,1,False
12,15|3|2|2|2,0|4,2,0,2,0,1,False
12,15|3|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,15|2|2|2|1|1|1,3|5,2,3,1,0,1,False
12,14|10,0|2,2,0,1,0,1,False
12,14|8|1|1,0|4,2,0,2,0,1,False
12,14|7|3,0|2,2,0,1,0,1,False
12,14|7|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,14|6|4,0|2,2,0,1,0,1,False
12,14|6|3|1,0|2,2,0,1,0,1,False
12,14|6|2|1|1,0|2,2,0,1,0,1,False
12,14|6|1|1|1|1,0|2,2,0,1,0,1,False
12,14|5|3|1|1,0|2,2,0,1,0,1,False
12,14|4|4|2,0|4,2,0,2,0,1,False
12,14|4|4|1|1,0|2|4|6,4,0,1|2,0,1,False
12,14|4|3|1|1|1,0|2,2,0,1,0,1,False
12,14|4|2|2|2,0|4,2,0,2,0,1,False
12,14|4|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,14|3|3|3|1,0|2,2,0,1,0,1,False
12,14|3|3|2|2,0|2|4|6,4,0,1|2,0,1,False
12,14|3|3|2|1|1,0|2,2,0,1,0,1,False
12,14|3|3|1|1|1|1,0|2,2,0,1,0,1,False
12,14|3|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,14|2|2|2|2|2,0|2,2,0,1,0,1,False
12,14|2|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,14|2|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,13|11,0|2,2,0,1,0,1,False
12,13|9|2,0|4,2,0,2,0,1,False
12,13|7|4,0|2,2,0,1,0,1,False
12,13|7|3|1,0|2,2,0,1,0,1,False
12,13|7|2|1|1,0|2,2,0,1,0,1,False
12,13|7|1|1|1|1,0|2,2,0,1,0,1,False
12,13|6|4|1,0|2,2,0,1,0,1,False
12,13|6|3|1|1,3|5|7|9,4,3,1|2,0,1,False
12,13|6|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,13|5|4|1|1,0|2,2,0,1,0,1,False
12,13|5|3|3,0|4,2,0,2,0,1,False
12,13|5|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,13|5|2|2|1|1,0|4,2,0,2,0,1,False
12,13|5|2|1|1|1|1,0|4,2,0,2,0,1,False
12,13|4|4|1|1|1,0|2,2,0,1,0,1,False
12,13|4|2|2|1|1|1,3|5,2,3,1,0,1,False
12,13|3|3|3|2,0|2,2,0,1,0,1,False
12,13|3|3|3|1|1,0|2|4|6,4,0,1|2,0,1,False
12,13|3|3|2|2|1,0|2,2,0,1,0,1,False
12,13|3|3|1|1|1|1|1,0|2,2,0,1,0,1,False
12,13|3|2|2|2|2,0|2,2,0,1,0,1,False
12,13|3|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,13|3|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,13|2|2|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,12|10|2,0|4,2,0,2,0,1,False
12,12|9|3,0|4,2,0,2,0,1,False
12,12|9|2|1,5|7,2,5,1,0,1,False
12,12|8|2|2,0|2|4|6,4,0,1|2,0,1,False
12,12|7|3|1|1,0|2,2,0,1,0,1,False
12,12|6|6,0|4,2,0,2,0,1,False
12,12|6|4|1|1,0|2,2,0,1,0,1,False
12,12|6|3|3,0|4,2,0,2,0,1,False
12,12|6|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,12|6|2|2|1|1,0|4,2,0,2,0,1,False
12,12|6|2|1|1|1|1,0|4,2,0,2,0,1,False
12,12|5|5|2,0|2|4|6,4,0,1|2,0,1,False
12,12|5|4|3,5|7,2,5,1,0,1,False
12,12|5|3|3|1,0|4,2,0,2,0,1,False
12,12|5|3|2|1|1,0|4,2,0,2,0,1,False
12,12|5|3|1|1|1|1,0|4,2,0,2,0,1,False
12,12|5|2|2|2|1,5|7,2,5,1,0,1,False
12,12|5|2|2|1|1|1,0|2|8|10,4,0,1|3,0,1,False
12,12|5|2|1|1|1|1|1,5|7,2,5,1,0,1,False
12,12|4|4|2|2,0|4,2,0,2,0,1,False
12,12|4|3|3|1|1,0|4,2,0,2,0,1,False
12,12|4|3|2|1|1|1,3|5,2,3,1,0,1,False
12,12|4|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,12|4|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,12|3|3|3|1|1|1,0|4,2,0,2,0,1,False
12,12|3|3|2|2|2,0|2,2,0,1,0,1,False
12,12|3|3|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,12|3|2|2|2|1|1|1,5|7,2,5,1,0,1,False
12,12|2|2|2|2|2|2,0|4,2,0,2,0,1,False
12,12|2|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,12|2|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,11|11|1|1,0|4,2,0,2,0,1,False
12,11|9|2|2,0|2|4|6,4,0,1|2,0,1,False
12,11|8|5,3|5,2,3,1,0,1,False
12,11|8|4|1,0|4,2,0,2,0,1,False
12,11|8|3|2,3|5,2,3,1,0,1,False
12,11|8|2|2|1,3|5,2,3,1,0,1,False
12,11|8|1|1|1|1|1,3|5,2,3,1,0,1,False
12,11|7|5|1,0|4,2,0,2,0,1,False
12,11|7|4|2,0|4,2,0,2,0,1,False
12,11|7|4|1|1,0|2|4|6,4,0,1|2,0,1,False
12,11|7|3|1|1|1,0|2,2,0,1,0,1,False
12,11|7|2|2|2,0|4,2,0,2,0,1,False
12,11|7|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,11|6|5|2,3|5,2,3,1,0,1,False
12,11|6|4|1|1|1,0|2,2,0,1,0,1,False
12,11|6|2|2|1|1|1,3|5,2,3,1,0,1,False
12,11|5|5|3,0|2|4|6,4,0,1|2,0,1,False
12,11|5|5|2|1,3|5,2,3,1,0,1,False
12,11|5|4|2|2,0|4,2,0,2,0,1,False
12,11|5|3|3|1|1,0|4,2,0,2,0,1,False
12,11|5|3|2|1|1|1,3|5,2,3,1,0,1,False
12,11|5|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,11|5|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,11|4|4|3|2,0|4,2,0,2,0,1,False
12,11|4|4|2|2|1,0|4,2,0,2,0,1,False
12,11|4|4|2|1|1|1,3|5,2,3,1,0,1,False
12,11|4|4|1|1|1|1|1,0|4,2,0,2,0,1,False
12,11|4|3|3|3,3|5,2,3,1,0,1,False
12,11|4|3|3|1|1|1,3|5,2,3,1,0,1,False
12,11|4|3|2|2|1|1,3|5,2,3,1,0,1,False
12,11|4|3|2|1|1|1|1,3|5,2,3,1,0,1,False
12,11|4|2|2|2|2|1,3|5,2,3,1,0,1,False
12,11|4|2|2|2|1|1|1,0|2|8|10,4,0,1|3,0,1,False
12,11|4|2|2|1|1|1|1|1,3|5,2,3,1,0,1,False
12,11|4|1|1|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,11|3|3|3|2|2,0|2,2,0,1,0,1,False
12,11|3|3|2|2|1|1|1,0|4,2,0,2,0,1,False
12,11|3|3|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,11|3|2|2|2|2|1|1,0|4,2,0,2,0,1,False
12,11|3|2|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,11|3|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,11|2|2|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,10|10|4,0|2,2,0,1,0,1,False
12,10|10|3|1,0|2,2,0,1,0,1,False
12,10|10|2|1|1,0|2,2,0,1,0,1,False
12,10|10|1|1|1|1,0|2,2,0,1,0,1,False
12,10|9|3|1|1,0|2,2,0,1,0,1,False
12,10|8|5|1,0|4,2,0,2,0,1,False
12,10|8|4|2,0|4,2,0,2,0,1,False
12,10|8|4|1|1,0|2|4|6,4,0,1|2,0,1,False
12,10|8|3|1|1|1,0|2,2,0,1,0,1,False
12,10|8|2|2|2,0|4,2,0,2,0,1,False
12,10|8|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,10|7|7,0|2,2,0,1,0,1,False
12,10|7|5|2,0|4,2,0,2,0,1,False
12,10|7|5|1|1,0|2|4|6,4,0,1|2,0,1,False
12,10|7|4|2|1,0|2|4|6,4,0,1|2,0,1,False
12,10|7|4|1|1|1,5|7|9|11,4,5,1|2,0,1,False
12,10|7|3|3|1,0|2,2,0,1,0,1,False
12,10|7|3|2|2,0|2|4|6,4,0,1|2,0,1,False
12,10|7|3|2|1|1,0|2,2,0,1,0,1,False
12,10|7|3|1|1|1|1,0|2,2,0,1,0,1,False
12,10|7|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,10|6|6|1|1,0|2,2,0,1,0,1,False
12,10|6|5|1|1|1,0|2,2,0,1,0,1,False
12,10|6|4|4,0|2,2,0,1,0,1,False
12,10|6|4|3|1,0|2,2,0,1,0,1,False
12,10|6|4|2|2,0|2|4|6,4,0,1|2,0,1,False
12,10|6|4|2|1|1,0|2,2,0,1,0,1,False
12,10|6|4|1|1|1|1,0|2,2,0,1,0,1,False
12,10|6|3|3|2,0|2,2,0,1,0,1,False
12,10|6|3|3|1|1,0|2|4|6,4,0,1|2,0,1,False
12,10|6|3|2|2|1,0|2,2,0,1,0,1,False
12,10|6|3|1|1|1|1|1,0|2,2,0,1,0,1,False
12,10|6|2|2|2|2,0|2,2,0,1,0,1,False
12,10|6|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,10|6|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,10|5|5|2|2,0|4,2,0,2,0,1,False
12,10|5|4|4|1,0|2,2,0,1,0,1,False
12,10|5|3|3|1|1|1,0|4,2,0,2,0,1,False
12,10|5|3|2|2|2,0|2,2,0,1,0,1,False
12,10|5|3|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,10|5|2|2|2|1|1|1,5|7,2,5,1,0,1,False
12,10|4|4|4|2,0|2|4|6,4,0,1|2,0,1,False
12,10|4|4|4|1|1,0|2,2,0,1,0,1,False
12,10|4|4|3|3,0|4,2,0,2,0,1,False
12,10|4|4|2|2|2,0|2|4|6,4,0,1|2,0,1,False
12,10|4|4|2|2|1|1,0|4,2,0,2,0,1,False
12,10|4|4|2|1|1|1|1,0|4,2,0,2,0,1,False
12,10|4|4|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,10|4|3|3|2|2,0|2,2,0,1,0,1,False
12,10|4|3|2|2|1|1|1,0|4,2,0,2,0,1,False
12,10|4|3|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,10|4|2|2|2|2|1|1,0|4,2,0,2,0,1,False
12,10|4|2|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,10|4|1|1|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,10|3|3|3|3|2,0|2,2,0,1,0,1,False
12,10|3|3|3|2|2|1,0|2,2,0,1,0,1,False
12,10|3|3|3|1|1|1|1|1,0|2,2,0,1,0,1,False
12,10|3|3|2|2|2|2,0|2,2,0,1,0,1,False
12,10|3|3|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,10|3|3|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,10|3|3|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,10|3|3|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,10|3|2|2|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,10|3|1|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,10|2|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
12,10|2|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,10|2|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,10|2|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|9|6,0|4,2,0,2,0,1,False
12,9|9|4|1|1,0|2,2,0,1,0,1,False
12,9|9|3|3,0|4,2,0,2,0,1,False
12,9|9|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,9|9|2|2|1|1,0|4,2,0,2,0,1,False
12,9|9|2|1|1|1|1,0|4,2,0,2,0,1,False
12,9|8|5|2,3|5,2,3,1,0,1,False
12,9|8|4|1|1|1,0|2,2,0,1,0,1,False
12,9|8|2|2|1|1|1,3|5,2,3,1,0,1,False
12,9|7|7|1,0|2,2,0,1,0,1,False
12,9|7|6|1|1,0|2,2,0,1,0,1,False
12,9|7|5|1|1|1,0|2,2,0,1,0,1,False
12,9|7|4|4,0|2,2,0,1,0,1,False
12,9|7|4|3|1,0|2,2,0,1,0,1,False
12,9|7|4|2|2,0|2|4|6,4,0,1|2,0,1,False
12,9|7|4|2|1|1,0|2,2,0,1,0,1,False
12,9|7|4|1|1|1|1,0|2,2,0,1,0,1,False
12,9|7|3|3|2,0|2,2,0,1,0,1,False
12,9|7|3|3|1|1,0|2|4|6,4,0,1|2,0,1,False
12,9|7|3|2|2|1,0|2,2,0,1,0,1,False
12,9|7|3|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|7|2|2|2|2,0|2,2,0,1,0,1,False
12,9|7|2|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|7|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|6|6|3,0|4,2,0,2,0,1,False
12,9|6|6|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,9|6|4|4|1,3|5|7|9,4,3,1|2,0,1,False
12,9|6|4|3|2,0|2,2,0,1,0,1,False
12,9|6|4|3|1|1,0|2|4|6,4,0,1|2,0,1,False
12,9|6|4|2|2|1,0|2,2,0,1,0,1,False
12,9|6|4|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|6|3|3|2|1,0|2|4|6,4,0,1|2,0,1,False
12,9|6|3|3|1|1|1,3|11,2,3,3,0,1,False
12,9|6|3|2|2|2,3|5|7|9,4,3,1|2,0,1,False
12,9|6|3|1|1|1|1|1|1,3|5|7|9,4,3,1|2,0,1,False
12,9|6|2|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,9|5|5|3|1|1,0|4,2,0,2,0,1,False
12,9|5|5|2|1|1|1,3|5,2,3,1,0,1,False
12,9|5|4|4|2,0|2,2,0,1,0,1,False
12,9|5|4|4|1|1,0|2|4|6,4,0,1|2,0,1,False
12,9|5|4|3|1|1|1,0|4,2,0,2,0,1,False
12,9|5|4|2|2|2,0|2,2,0,1,0,1,False
12,9|5|4|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|5|3|3|3|1,0|4,2,0,2,0,1,False
12,9|5|3|3|2|2,0|2|4|6,4,0,1|2,0,1,False
12,9|5|3|3|2|1|1,0|4,2,0,2,0,1,False
12,9|5|3|3|1|1|1|1,0|4,2,0,2,0,1,False
12,9|5|3|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,9|5|2|2|2|2|2,0|4,2,0,2,0,1,False
12,9|5|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,9|5|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,9|4|4|4|2|1,0|2,2,0,1,0,1,False
12,9|4|4|3|2|2,0|2,2,0,1,0,1,False
12,9|4|4|2|2|1|1|1,0|4,2,0,2,0,1,False
12,9|4|4|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|4|3|3|3|1|1,3|5,2,3,1,0,1,False
12,9|4|2|2|1|1|1|1|1|1|1,3|5,2,3,1,0,1,False
12,9|3|3|3|3|3,0|2,2,0,1,0,1,False
12,9|3|3|3|2|2|2,0|2|4|6,4,0,1|2,0,1,False
12,9|3|3|3|2|2|1|1,0|2,2,0,1,0,1,False
12,9|3|3|3|2|1|1|1|1,0|2,2,0,1,0,1,False
12,9|3|3|3|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,9|3|3|2|2|2|2|1,0|2,2,0,1,0,1,False
12,9|3|3|2|2|2|1|1|1,3|5|7|9,4,3,1|2,0,1,False
12,9|3|3|2|2|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|3|3|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|3|2|2|2|2|2|1|1,0|2,2,0,1,0,1,False
12,9|3|2|2|2|2|1|1|1|1,0|2,2,0,1,0,1,False
12,9|3|2|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|3|1|1|1|1|1|1|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,9|2|2|2|2|2|2|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,9|2|2|1|1|1|1|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|8|6|2,0|2|4|6,4,0,1|2,0,1,False
12,8|8|5|3,0|2|4|6,4,0,1|2,0,1,False
12,8|8|5|2|1,3|5,2,3,1,0,1,False
12,8|8|4|2|2,0|4,2,0,2,0,1,False
12,8|8|3|3|1|1,0|4,2,0,2,0,1,False
12,8|8|3|2|1|1|1,3|5,2,3,1,0,1,False
12,8|8|2|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|8|2|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|7|7|1|1,0|2,2,0,1,0,1,False
12,8|7|6|3,5|7,2,5,1,0,1,False
12,8|7|5|2|2,0|4,2,0,2,0,1,False
12,8|7|4|4|1,0|2,2,0,1,0,1,False
12,8|7|3|3|1|1|1,0|4,2,0,2,0,1,False
12,8|7|3|2|2|2,0|2,2,0,1,0,1,False
12,8|7|3|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,8|7|2|2|2|1|1|1,5|7,2,5,1,0,1,False
12,8|6|6|4,0|4,2,0,2,0,1,False
12,8|6|6|3|1,0|4,2,0,2,0,1,False
12,8|6|6|2|1|1,0|4,2,0,2,0,1,False
12,8|6|6|1|1|1|1,0|4,2,0,2,0,1,False
12,8|6|5|3|1|1,0|4,2,0,2,0,1,False
12,8|6|5|2|1|1|1,3|5,2,3,1,0,1,False
12,8|6|4|4|2,0|2,2,0,1,0,1,False
12,8|6|4|4|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|6|4|3|1|1|1,0|4,2,0,2,0,1,False
12,8|6|4|2|2|2,0|2,2,0,1,0,1,False
12,8|6|4|1|1|1|1|1|1,0|2,2,0,1,0,1,False
12,8|6|3|3|3|1,0|4,2,0,2,0,1,False
12,8|6|3|3|2|2,0|2|4|6,4,0,1|2,0,1,False
12,8|6|3|3|2|1|1,0|4,2,0,2,0,1,False
12,8|6|3|3|1|1|1|1,0|4,2,0,2,0,1,False
12,8|6|3|1|1|1|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|6|2|2|2|2|2,0|4,2,0,2,0,1,False
12,8|6|2|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,8|6|2|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,8|5|5|4|1|1,0|4,2,0,2,0,1,False
12,8|5|5|3|3,0|2|4|6,4,0,1|2,0,1,False
12,8|5|5|3|2|1,5|7,2,5,1,0,1,False
12,8|5|5|3|1|1|1,0|2|8|10,4,0,1|3,0,1,False
12,8|5|5|2|2|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|5|5|2|1|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|5|4|4|1|1|1,0|4,2,0,2,0,1,False
12,8|5|4|3|3|1,5|7,2,5,1,0,1,False
12,8|5|4|3|2|1|1,5|7,2,5,1,0,1,False
12,8|5|4|3|1|1|1|1,5|7,2,5,1,0,1,False
12,8|5|4|2|2|1|1|1,5|7,2,5,1,0,1,False
12,8|5|3|3|3|2,0|4,2,0,2,0,1,False
12,8|5|3|3|3|1|1,0|2|8|10,4,0,1|3,0,1,False
12,8|5|3|3|2|2|1,0|4,2,0,2,0,1,False
12,8|5|3|3|2|1|1|1,5|7,2,5,1,0,1,False
12,8|5|3|3|1|1|1|1|1,0|4,2,0,2,0,1,False
12,8|5|3|2|2|2|2,0|4,2,0,2,0,1,False
12,8|5|3|2|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,8|5|3|1|1|1|1|1|1|1|1,0|4,2,0,2,0,1,False
12,8|5|2|2|2|2|2|1,5|7,2,5,1,0,1,False
12,8|5|2|2|2|1|1|1|1|1,5|7,2,5,1,0,1,False
12,8|5|2|2|1|1|1|1|1|1|1,0|2|8|10,4,0,1|3,0,1,False
12,8|5|2|1|1|1|1|1|1|1|1|1,5|7,2,5,1,0,1,False
12,8|4|4|4|2|2,0|2,2,0,1,0,1,False
12,8|4|4|3|3|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|4|4|3|2|1|1|1,5|7,2,5,1,0,1,False
12,8|4|4|2|2|2|1|1,0|4,2,0,2,0,1,False
12,8|4|4|2|2|1|1|1|1,0|4,2,0,2,0,1,False
12,8|4|3|3|3|2|1,3|5,2,3,1,0,1,False
12,8|4|3|3|3|1|1|1,0|2|4|6,4,0,1|2,0,1,False
12,8|4|3|3|2|2|2,0|4,2,0,2,0,1,False
